keyword,source,crawl_time,job_title,company_name,city,salary_raw,degree_raw,experience_raw,job_type_raw,publish_time_raw,company_type_raw,company_size_raw,welfare_raw,skill_tags_raw,major_requirement_raw,recruit_num_raw,job_desc_raw,job_link,job_id,is_wuhan,degree_std,experience_std,salary_min,salary_max,salary_avg,salary_unit,salary_months,job_title_norm,title_keep,title_filter_reason,skill_keywords_extract
数据分析师,zhaopin,2026-03-20 00:41:53,数据分析师,广州昌融科技有限公司,广州,1.5-2.8万,大专,1-3年,全职,2026-03-20 00:11:21,证券/期货,20-99人,全勤奖 | 带薪休假 | 周末双休 | 下午茶 | 绩效奖金 | 法定假期 | 底薪无责 | 法定节假日 | 双休,数据挖掘 | 法定假期 | 职业发展 | 下午茶 | 不加班 | 周末双休 | 全勤奖 | 绩效奖金 | 持续发展 | 丰厚提成 | 晋升空间,,3,"1、了解市场行情，收集市场信息，跟踪市场行业变化，挖掘市场价值
2、分析每日的市场研究报告，完成相关的策略技术操作;
3、有市场技术分析和讲解，有独特的分析及个人见解。
二、职位要求:
1、具备较强的学习能力和抗压能力，适应力强，能够快速融入团队;
2、逻辑思维清晰，具有良好的职业素养，具有很强的计划和执行能力;
3、人品端正，有责任心，愿与公司一同成长进步;
三、福利待遇:
，1、底薪无责7000+30%提成，综合到手8k-10k以上，1个月后转正，综合到手10k以上;
2、上班时间:周一至周五10-17:30，周六、周日双休，不加班！！法定节假日按国家规定带薪休假;
3、员工关怀:定期团队聚餐、下午茶、户外旅游",https://www.zhaopin.com/jobdetail/CCL1495938130J40934113102.htm?refcode=4019&srccode=401903&preactionid=da9cfd03-9f57-442d-ac03-f6ab4a6d242b,CCL1495938130J40934113102,0,大专,1-3年,15000.0,28000.0,21500.0,月薪,12,数据分析师,1,keep_数据分析簇,
数据分析师,zhaopin,2026-03-20 00:42:21,财务数据分析师（SOP方向）/双休,外企德科,杭州,7000-9000元,本科,3-5年,全职,2026-03-20 00:31:19,"人力资源服务,咨询服务",1000-9999人,双休,财务数据分析 | MySQL | 财务/审计/税务,学历专业：本科及以上学历，财务、会计、统计学、信息管理或相关专业优先,1,"岗位属于财务运营/数据分析序列，特别欢迎有会计师事务所审计经验、希望转型深入业务一线的候选人。我们将利用您的审计逻辑思维，搭建标准化的业财数据体系。”
● 标准化任务执行 (SOP Execution)
● 严格遵循团队制定的标准作业程序（SOP），高效、准确地完成日常数据提取、清洗、核对及报表输出等既定任务，确保数据处理过程的规范性与可追溯性。
● 主动更新文档：在逻辑确认后，第一时间修订、更新 SOP 操作手册，做好版本管理，确保“文档即真理”，避免口头传达导致的误差。
● 版本管理：做好 SOP 的版本记录与归档，协助团队进行知识沉淀，避免因人员流动或流程遗忘导致的操作失误。
● 业务链路认知与学习 (Business Acumen)
● 主动学习并深入理解所在业务的整体场景与运作模式。
● 清晰认知自身负责的账务数据在整体“业务 - 财务”链路中的具体节点位置，理解上下游数据流转逻辑，避免机械式操作。
● 差异分析与问题推进 (Analysis & Problem Solving)
● 在项目主管提供项目背景及“业财转化逻辑”输入后，能够独立执行数据逻辑，输出准确的业财差异数据报表。
● 具备基础的问题定位能力，能对常见的简单差异进行初步归因分析。
● 作为执行接口人，主动与相关业务方、技术方沟通差异细节，推动简单问题的闭环解决。
● 沟通协作与进度管理 (Communication & Delivery)
● 建立高效的汇报机制，在执行过程中遇到阻塞、异常或潜在风险时，第一时间向对接的项目主管预警并寻求支持。
● 实时同步项目关键节点的完成进度，确保信息透明。
● 举一反三和风险识别【新增核心项】
● 敏锐捕捉变化：在执行过程中，若发现业务规则变更、系统逻辑调整或原有 SOP 无法覆盖新场景时，需及时识别并记录。
● 以结果为导向，保质保量按时交付任务，对最终产出负责。
● 举一反三项目复制：在同一个业务模式下，当新增产品或新场景出现时，能够快速拆解其与原有成熟产品的异同点，能够自主复制原有的项目方案（如核算逻辑、核对模型、SOP框架），并根据新产品的特性进行适配性调整，和项目主管对焦后，快速输出新场景的业财SOP。
职位要求：
● 学历专业：本科及以上学历，财务、会计、统计学、信息管理或相关专业优先。
●工作年限：4年以上
● 技能要求：
● 精通 Excel（透视表、函数），具备优秀的文档编写能力。
● 具备良好的数据敏感度，对数字差异有敏锐的洞察力。
● 有 SQL 基础或大数据平台（如 MaxCompute/ODPS）使用经验者优先。
● 软性素质：
● 极强的迁移学习能力：善于总结规律，能从“一个案子”总结出“一类案子”的方法论，并应用到新场景中。
● 主动性 (Proactivity)：拒绝“等靠要”，在新需求来临时，能主动基于已有知识库提出解决方案，而非等待指令。
● 结构化思维：能清晰区分“不变的模式”与“变化的参数”，在复制方案时精准调整变量。
● 严谨细致：对数据准确性负责，对流程规范性有执念。
● 工作经验：有财务共享中心、数据核对、审计助理经验
● 语言：英语能力优先",https://www.zhaopin.com/jobdetail/CC138117190J40852359405.htm?refcode=4019&srccode=401903&preactionid=da9cfd03-9f57-442d-ac03-f6ab4a6d242b,CC138117190J40852359405,0,本科,3-5年,7000.0,9000.0,8000.0,月薪,12,财务数据分析师（SOP方向）/双休,1,keep_数据分析簇,SQL | Excel
数据分析师,zhaopin,2026-03-20 00:42:38,软件数据分析师,泰德制药,上海,1-1.2万,本科,1-3年,全职,2026-03-20 00:18:41,"医药制造,医药制造",1000-9999人,,数据挖掘 | 报表开发 | Sql | BI工具 | 业务决策支持 | 数字化转型,具备统计学、数学、计算机科学或相关领域的学士及以上学历,1,"岗位内容：
1. 收集、整理和分析各类数据，为公司提供基础数据和决策支持。
2. 建立和维护各种类型的数据指标和报告，跟踪业务进展和趋势。
3. 参与规划和执行公司数据战略，推动数字化转型和技术创新。
4. 探索和应用数据挖掘和机器学习技术，提高数据价值和利用效率。
任职要求：
1. 具备统计学、数学、计算机科学或相关领域的学士及以上学历。
2. 熟练使用常见的数据分析工具和平台，如Excel、SQL、BI工具等。
3. 具备较强的数据处理和分析能力，可以根据业务需求制定相应的数据方案和报表。
4. 具备团队合作精神和良好的沟通能力，能够与不同职能和层级的人员协作。",https://www.zhaopin.com/jobdetail/CC395302920J40759978906.htm?refcode=4019&srccode=401903&preactionid=da9cfd03-9f57-442d-ac03-f6ab4a6d242b,CC395302920J40759978906,0,本科,1-3年,10000.0,12000.0,11000.0,月薪,12,软件数据分析师,1,keep_数据分析簇,SQL | Excel | 机器学习
数据分析师,zhaopin,2026-03-20 00:42:51,数据分析师助理,广州昌融科技有限公司,广州,1.3-2.6万,大专,1-3年,全职,2026-03-20 00:19:21,证券/期货,20-99人,全勤奖 | 带薪休假 | 下午茶 | 绩效奖金 | 法定节假日 | 双休,不加班 | 法定假日 | 丰厚提成 | 持续发展 | 职业发展 | 全勤奖 | 下午茶 | 绩效奖金 | 周末双休 | 晋升机会 | 互联网,,5,"岗位职责:
1、负责所属板块的信息整理，基本面分析，把握行业发展趋势进行信息数据的收集与整理；
2、对所负责的行业内容及进行深入研究；
3、协助完成在推进过程中的其他工作及领导下发的其他任务；
二、职位要求:
1、具备较强的学习能力和抗压能力，适应力强，能够快速融入团队；
2、逻辑思维清晰，具有良好的职业素养，具有很强的计划和执行能力；
3、人品端正，有责任心，愿与公司一同成长进步；
三、福利待遇：
，1、底薪5000+20%提成，转正后底薪7000+30%提成，综合到手10k-20k以上，1个月后转正，综合到手13k以上；
2、上班时间:周一至周五10-17:30，周六、周日双休，
法定节假日按国家规定带薪休假；
3、员工关怀:定期团队聚餐、下午茶、户外旅游等",https://www.zhaopin.com/jobdetail/CCL1495938130J40919195002.htm?refcode=4019&srccode=401903&preactionid=da9cfd03-9f57-442d-ac03-f6ab4a6d242b,CCL1495938130J40919195002,0,大专,1-3年,13000.0,26000.0,19500.0,月薪,12,数据分析师助理,1,keep_数据分析簇,
商业分析师,zhaopin,2026-03-20 00:43:17,商业分析师（医药零售）,京东集团,北京,1.5-3万·18薪,本科,经验不限,全职,2026-03-20 00:11:43,"互联网,电子商务",10000人以上,,Tableau | Power-BI | SQL | 电商类产品 | 平台类产品 | 京东大药房 | 新零售 | 医药批发/零售 | 在线生活服务（O2O） | 医药制造 | 快速消费品,,3,"岗位职责
1.经营分析：负责业务模块经营分析模型搭建，为业务管理者提供决策支持；包括目标测算、考核设计和追踪，搭建业务健康度的经营分析框架和数据体系，通过目标的拆解和过程指标体系设定，指引业务方向，保证目标达成同时基于该框架，追踪业绩进展，识别关键差距; 
2.资源管理：以业务线经营视角全局看业务，产出业务预算规划和自标拆解。并设计对应的资源考核方案，驱动业务目标； 
3.关键问题的识别与策略输出：通过内部关键指标追踪和外部动态分析，寻找核心驱动要素，识别业务关键问题，输出洞察和策略建议，帮助业务解决关键问题； 4.项目推进：与其他部门、产品、内审、风控、财务等部门互相合作，负责公司级OKR项目在业务侧的落地执行。
任职要求
1.本科及以上学历；5年以上经营分析、商业分析工作经验，有医药行业、电商、O2O经历更佳；
2.熟悉常见的分析工具和数据分析方法论，SQL熟练，具备较强的建模能力；
3.独立思考，业务敏感度和洞察力强，有良好的逻辑、结构化能力；
4.工作积极主动，有强烈的责任心和严谨的工作作风，具备较强的执行力和抗压力；
5.具备良好的沟通能力和协作精神，有很强的跨部门协调推进力。",https://www.zhaopin.com/jobdetail/CC192921310J40825122309.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CC192921310J40825122309,0,本科,不限,15000.0,30000.0,22500.0,月薪,18,商业分析师（医药零售）,1,keep_商业经营分析簇,SQL
商业分析师,zhaopin,2026-03-20 00:43:27,商业分析师,外企德科数字技术有限公司,深圳,7000-14000元,本科,3-5年,全职,2026-03-20 00:31:09,专业技术服务,10000人以上,,计算机专业 | Power-BI | Tableau | R | 市场研究与分析 | 咨询服务 | 互联网,,1,"（需现场面试）
1、 客户财报数据收集、整理及基础分析，如客户年报、季报关键数据整理记录、进行基础客户财报分析及数据支撑等；
2、 外部信息收集和基础分析，如外部行业研究报告信息提取、宏观环境、客户&股东信息、资本市场等。
3、 协助部分财经要素按需展开风险审视基础工作。
4、 IT系统维护支撑，客户财报数字化工作支撑及运营维护。
1、 财经专业/履历优先
2、 熟悉宏观经济及财务管理相关知识；
3、 有英文阅读及沟通能力
4、 熟练使用WORD、EXCEL、PPT等；",https://www.zhaopin.com/jobdetail/CCL1480117890J40849682605.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CCL1480117890J40849682605,0,本科,3-5年,7000.0,14000.0,10500.0,月薪,12,商业分析师,1,keep_商业经营分析簇,Excel
商业分析师,zhaopin,2026-03-20 00:43:40,商业分析师（定价策略方向）,北京三快在线科技有限公司,上海,面议,本科,1-3年,全职,2026-03-19 15:46:45,互联网,10000人以上,,,,1,"美团酒店旅行业务涵盖酒店、民宿、机票、火车票、旅游度假、景点门票等各类住行游品类，通过与产业上下游的深度合作，为用户提供美好的旅游旅行体验。我们积极打造AI友好型组织，使用AI等新技术提升旅游服务的供需匹配效率，更好满足用户个性化、多样化的出游需求。我们持续深耕产业链，用数字化服务助力实体商家高质量经营，探索自有品牌等供给新模式，打造健康的商家生态，保障用户服务体验。为满足用户日益增长的跨境旅行需求，我们将聚焦亚太区域，打造高品质的住宿、交通、游玩等服务矩阵。
这里有多元的业务布局、持续的成长空间，无论是向往的远方还是眼前的工作，一路都是风景相伴。加入我们，共同为用户创造旅游旅行中的高光时刻！
岗位职责
1、酒店收益策略/定价策略：基于供需、竞争、商家经营情况，制定酒店定价策略和库存策略，达成酒店收益目标； 
2、经营诊断分析：进行日常数据监测，能够及时发现问题并分析数据异常原因；复盘运营策略和深挖业务问题，提出策略优化建议，并推进落地； 
3、参与项目商业模式设计并推进项目落地； 
4、沉淀策略分析和运营方法，推进SOP沉淀以及策略产品建设，以提升运营效果和效率。 
岗位基本需求
1、 有3年以上策略运营/分析经验，有酒店收益管理、定价和补贴策略、代运营从业经验优先；
2、具备良好的数理逻辑思考能力、业务理解能力和沟通表达能力；
3、对数据敏感，学习能力强，能够快速掌握公司内部各种工具和相关SOP；
4、有耐心，工作态度严谨、认真负责；
具备以下者优先
具有代运营、酒店收益管理、定价/补贴从业经验优先。
岗位亮点
1、从商业模式设计、收益管理策略及平台规则策略，到规模化能力建设，培养完整项目推进能力。
2、分析诊断、策略制定、策略执行与评估，全流程闭环，培养综合策略能力。",https://www.zhaopin.com/jobdetail/CC383625320J40841679509.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CC383625320J40841679509,0,本科,1-3年,,,,,12,商业分析师（定价策略方向）,1,keep_商业经营分析簇,
商业分析师,zhaopin,2026-03-20 00:43:55,商业分析师（BA）-外企-六险一金,万宝盛华企业管理咨询（上海）有限公司,北京,1.1-1.5万,本科,1-3年,全职,2026-03-18 16:52:29,咨询服务,500-999人,六险一金,数学/统计学专业 | SQL | Tableau | Python | 计算机专业 | 经济学专业 | 数据分析专业 | 企业服务 | 云计算/大数据 | 互联网,本科及以上学历，统计学、数学、计算机、经济学、数据分析相关专业优先,1,"岗位职责
1. 负责业务数据的日常监控、多维度分析以及深度挖掘，及时发现数据异常、业务机会与潜在风险，输出可落地的分析结论与优化建议。
2. 独立完成数据提取、清洗、建模、统计分析与可视化报告，支撑业务决策、复盘与策略迭代。对接业务需求，将业务问题转化为数据分析方案，输出专题分析。
3. 搭建与维护数据看板、报表体系，提升数据透明度与业务效率。
4. 参与数据指标体系建设，规范口径，保障数据准确性与一致性。
任职要求
1. 本科及以上学历，统计学、数学、计算机、经济学、数据分析相关专业优先。
2. 具备极强的数据敏感度，对数字、趋势、异常波动高度敏感，能从数据中快速发现问题与规律。
3. 拥有扎实的数据分析实战经验，能独立完成从需求理解、数据取数到结论输出的全流程。
4. 熟练使用 SQL 进行复杂数据查询、多表关联、子查询、数据清洗与汇总。
5. 熟练使用 Python 进行数据分析，能处理数据、做统计分析与简单建模优先。
6. 熟练使用 Tableau 制作可视化看板、报表与交互式图表，能独立搭建数据 dashboard。
7. 逻辑清晰，沟通表达顺畅，能将复杂数据结论用业务语言清晰传递。
8. 责任心强，细致严谨，具备较强的问题拆解与解决能力。",https://www.zhaopin.com/jobdetail/CC466197620J40847186405.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CC466197620J40847186405,0,本科,1-3年,11000.0,15000.0,13000.0,月薪,12,商业分析师（BA）-外企-六险一金,1,keep_商业经营分析簇,Python | SQL | Tableau
商业分析师,zhaopin,2026-03-20 00:44:07,商业分析师,合肥慧秋智能科技有限公司,南京,8000-13000元,本科,1年以下,全职,2026-03-17 02:06:57,计算机软件,20人以下,,计算机专业 | 互联网 | 云计算/大数据,,1,"1. 分析业务数据，提供可视化报告。
2. 构建数据模型，进行数据挖掘和预测。
3. 为战略决策提供支持。
4. 跟踪行业趋势，分析竞品。
5. 与业务部门合作，推进数据分析工作。
6. 根据数据提出产品优化建议。
感兴趣联系我，欢迎加入我们的团队！",https://www.zhaopin.com/jobdetail/CCL1518016180J40789787316.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CCL1518016180J40789787316,0,本科,其他/未说明,8000.0,13000.0,10500.0,月薪,12,商业分析师,1,keep_商业经营分析簇,
商业分析师,zhaopin,2026-03-20 00:44:21,商业分析师（经营分析）,北京三快在线科技有限公司,北京,面议,本科,经验不限,全职,2026-03-19 16:00:56,互联网,10000人以上,,,本科学历及以上，数学、统计学、商科或计算机相关专业背景优先,1,"美团平台为用户的基础产品体验负责，还承担了美团的用户增长、市场和品牌营销以及多条业务线的产品设计职责，建立了融合文字、图片、视频和直播等不同形式的內容生态系统，同时整合地图服务部、客户服务和体验部、企业业务部、网约车业务部等部门，致力于用科技提升美团数亿消费者、近千万商家、骑手、司机和团长的服务体验。美团平台拥有高并发、多业务的复杂场景，为技术深度优化提供了最佳实践可能。这里有简单、讲逻辑、有爱的团队，更是一块理想的实战场地，舞台广阔，欢迎你来尽情施展。
岗位职责
1.迭代平台经营分析指标体系，结合业务发展需要和外部市场对标，优化经营指标树。
2.定期进行经营分析，识别业务异动，并能进行异动归因分析，洞察业务增长机会。
3.开展专题分析研究，以分析平台经营数据为主，辅以行业研究、用户调研等方法，输出有洞察力的分析报告，推动业务认知迭代或者策略落地。
岗位基本需求
1.本科学历及以上，数学、统计学、商科或计算机相关专业背景优先；
2.熟练使用SQL，掌握常用数据分析和商业分析方法；
3.具备结构化思维、敏锐数据洞察力和优秀沟通协作能力；
4.用户增长、流量增长等相关数据分析经验优先，业务敏感度强；
具备以下者优先
1.具有经营分析经验者优先；
2.具有用户侧专项分析经验者优先；
3.具有增长策略经验者优先。
岗位亮点
1、有更好的业务全局视角及更强的业务协作模式，更深入的业务理解；
2、经营分析岗位，主要支持核心决策层，理解数据的决策价值。",https://www.zhaopin.com/jobdetail/CC383625320J40834941109.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CC383625320J40834941109,0,本科,不限,,,,,12,商业分析师（经营分析）,1,keep_商业经营分析簇,SQL
商业分析师,zhaopin,2026-03-20 00:44:35,CDD商业分析师,石家庄承达企业管理咨询有限公司,石家庄,8000-12000元,本科,经验不限,全职,2026-03-17 02:00:13,咨询服务,100-299人,五险一金 | 带薪年假 | 年终奖金 | 节日福利,PE/VC | 一级市场研究 | 行业研究 | 投资/融资,,3,"关于我们
成立于2011年的咨询公司，拥有对多行业、多赛道和全球化的研究能力和经验。公司目前在北京、石家庄、杭州、成都、九江等多地均设立办公室，在职员工150人左右。汇生咨询是一家专注于投资尽调领域的专业咨询机构，致力于为客户提供深度、精准的投前尽调分析服务。我们以严谨的调研方法、专业的分析视角和创新的技术应用，在行业内树立了良好的口碑。汇生集团官网：http://www.huishengvc.com/home/about
我们服务的客户群体：
[1]领先的全球投资机构，例如红杉资本、高瓴资本、GIC、淡马锡等；
[2]国央资大型投资平台：国投、招商局集团、光大控股、中信产业基金等；
[3]大厂战略研究部门：字节、阿里巴巴、腾讯、京东等
职位要求：
一、市场与行业研究：
深入研究目标公司所在行业的市场规模、增长驱动因素、竞争格局、关键成功要素和未来发展趋势。
分析产业链上下游结构，识别潜在的风险和机遇。
二、公司业务分析：
深度剖析目标公司的商业模式、产品与服务、客户构成、销售渠道和定价策略。
评估目标公司的市场定位、核心竞争优势（护城河）和相对竞争力。
三、数据收集与验证：
通过案头研究、专家访谈、第三方数据库（如：Wind, Bloomberg, Capital IQ, 官方统计数据等）等多种渠道，系统性地收集和整理数据。
对收集到的数据进行交叉验证和严谨的事实核查，确保信息的准确性和可靠性。
四、财务模型与预测支持：
协助高级团队成员构建市场规模预测模型和目标公司收入预测模型。
分析历史财务数据与运营数据的关联性，为财务预测提供商业逻辑支持。
报告撰写与演示：
将复杂的研究和分析结果，提炼、整合成逻辑清晰、论据充分的书面尽调报告或演示文稿。
学历要求：985/211重点本科毕业，QS前100，有相关实习经历或者工作经验可放宽要求。
加分项
- 有投资咨询、尽调、行业研究等相关实习或工作经验者优先。
- 具备良好的文档撰写能力，能够清晰、准确地表达分析思路和结论。
- 熟悉投资领域的相关知识和业务流程，了解行业动态和市场趋势。
我们在做什么？
帮助投资人判断价值和甄别风险
需要候选人具备行业研究潜质：
1.较高的学习能力，快速学习多行业、跨学科知识；
2.快速理解被投资企业的商业实质以及管理机制；
3.敏锐的信息嗅觉，通过公开信息检索更全面的二手信息；
4.灵活、专业的沟通能力，同各个行业的顶级管理层和专家进行访谈和学习；
5.缜密的思维逻辑和分析能力，通过项目中海量的一手、二手信息进行分析，洞察事物实质；
6.良好的语言和文字输出能力。
我们提供
- 具有竞争力的薪酬待遇，根据个人能力和经验面议。
- 完善的培训体系，提供专业培训，帮助你快速提升专业能力。
- 广阔的职业发展空间，为你提供多元化的职业发展路径，支持你的职业成长。
- 良好的团队氛围，与一群优秀、专业的同事共事，共同成长与进步。
- 丰富的员工福利，包括五险一金、年终奖金、带薪年假、节日福利、年度旅游等。",https://www.zhaopin.com/jobdetail/CCL1464078150J40847827614.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CCL1464078150J40847827614,0,本科,不限,8000.0,12000.0,10000.0,月薪,12,CDD商业分析师,1,keep_商业经营分析簇,
商业分析师,zhaopin,2026-03-20 00:44:50,会计师/商业分析师,云南国辉物流有限公司,昆明,6000-8000元·13薪,大专,3-5年,全职,2026-03-13 18:12:15,货运/物流/仓储,20人以下,绩效,总账会计 | 财务分析,,1,"职位概述
我们正寻找一位充满干劲的会计师/商业分析师加入我们的团队。希望你能将会计专业知识与分析技能相结合，确保财务账目数据准确，提供商业分析见解并辅助战略决策。如果你在充满活力的环境中表现出色，且乐于处理数字和数据，那么这个职位正适合你。
主要职责
会计: 
保持账目清晰准确，按时进行月末结账流程。及时准确地编制财务报表、财务预算。管理应付账款/应收账款和薪资发放事务。
确保遵守GAPP会计准则、税务法规和内部政策。协助进行审计工作，并负责与外部审计机构进行联络。 
商业分析: 
分析财务和运营数据，发现识别趋势和机遇。开发用于绩效监控的仪表板、报告及关键绩效指标。 
与团队协作，以改进流程和系统。提供有助于成本优化和战略规划的实用见解。
资格 
拥有会计、金融或工商管理学士学位。 
拥有 3 年以上的会计和/或商业分析经验。 
对GAAP准则和CAS的财务报告标准有深入了解。 
熟练掌握 Excel 和企业ERP系统（SAP、Oracle、NetSuite）。 
具备出色的分析能力、解决问题能力和沟通技巧。
语言：英语能作为工作语言；日常沟通流畅；
我们将提供：: 
具有竞争力的薪资和福利待遇组合。 
职业成长和发展的机遇。 
协作与支持友好型的工作环境。
Job Title: Accountant /
Business Analyst
 
Location: Kunming, Yunnan
 
 Employment Type: Full-Time 
 
 Position Overview 
 
We are looking for a highly motivated Accountant /
Business Analyst to join our team. This hybrid role combines
accounting expertise with analytical skills to support financial accuracy,
business insights, and strategic decision-making. If you thrive in a dynamic
environment and enjoy working with numbers and data, this position is for you.
 
Key Responsibilities
 
 
Accounting:
Maintain accurate financial records and perform month-end close
processes.
Prepare financial statements, budgets, and forecasts.
Manage accounts payable/receivable and payroll.
Ensure compliance with GAAP, tax regulations, and internal policies.
Support audits and liaise with external auditors.
Business Analysis:
Analyze financial and operational data to identify trends and
opportunities.
Develop dashboards, reports, and KPIs for performance monitoring.
Collaborate with teams to improve processes and systems.
Provide actionable insights for cost optimization and strategic
planning.
Qualifications
Bachelor’s degree in Accounting, Finance, or Business
Administration.
3+ years of experience in accounting and/or business analysis.
Strong knowledge of GAAP and CAS financial reporting
standards.
Proficiency in Excel and ERP systems (SAP, Oracle, NetSuite).
Excellent analytical, problem-solving, and communication skills.
What We Offer
Competitive salary and benefits package.
Opportunities for professional growth and development.
Collaborative and supportive work environment.",https://www.zhaopin.com/jobdetail/CCL1506647680J40774719807.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CCL1506647680J40774719807,0,大专,3-5年,6000.0,8000.0,7000.0,月薪,13,会计师/商业分析师,1,keep_商业经营分析簇,Excel | Oracle
商业分析师,zhaopin,2026-03-20 00:45:05,商业分析师（经营分析方向）,北京三快在线科技有限公司,北京,面议,本科,3-5年,全职,2026-03-19 10:20:17,互联网,10000人以上,,,大学本科及以上学历，数学、统计学、经济学，商业分析或其他相关专业背景,1,"美团外卖秉承“帮大家吃得更好，生活更好”的使命，始终聚焦于消费者用餐需求。我们通过科技连接消费者和商家，依托庞大的骑手团队，以“线上+线下”的业务模式，为消费者提供品质化、精细化、多样化的餐饮外卖服务。
外卖事业部是为用户与商家提供全链路交易服务的业务组织，围绕餐饮外卖搭建了包含外卖业务与创新孵化业务在内的多个部门。
我们的目标是帮助商家开源增收、提高经营效率，促进餐饮行业数字化，以及为更多用户提供更便捷更有品质的外卖服务。加入我们，一起为上亿用户提供更好的用餐体验，帮助大家吃得更好，生活更好！
岗位职责
1. 负责公司经营数据的日常监控、分析与复盘，识别业务趋势与异常波动，输出高质量的经营分析报告，推动业务目标达成。 
2. 深入理解业务逻辑，搭建并持续优化经营分析指标体系，支持管理层决策。 
3.协同业务、产品等团队，不定期开展专项分析，输出有价值的洞察，推动业务问题和机会识别，为业务提供输入。
4 设计并落地数据看板与自动化报表，提升数据获取与分析效率。 
岗位基本需求
1. 大学本科及以上学历，数学、统计学、经济学，商业分析或其他相关专业背景；
2. 4年以上商业分析相关经验。有互联网大厂或咨询证券或零售经历者优先；
3. 具有优秀的商业洞察及严谨的逻辑思维。能完成问题的拆解并独立分析问题，推动问题解决；
4. 具有扎实的数理统计基本功，熟练掌握常用的数据分析工具
5. 具有出色的工作主动性、执行能力及协同能力，对交付结果有高度的责任心。
具备以下者优先
有互联网大厂或咨询证券或零售经历者优先；
岗位亮点
1.业务重要性高，发展迅速，成长与创新空间巨大。
2.与高层管理者紧密协作，快速积累商业洞察与管理经验\宏观视野。
,
3.良好的团队氛围，开放务实。",https://www.zhaopin.com/jobdetail/CC383625320J40836025809.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CC383625320J40836025809,0,本科,3-5年,,,,,12,商业分析师（经营分析方向）,1,keep_商业经营分析簇,
商业分析师,zhaopin,2026-03-20 00:45:19,商业分析师,智联招聘,北京,1-2万,本科,经验不限,校园,2026-03-06 00:00:02,"互联网,在线招聘/求职",300-499人,,数学/统计学专业 | 商业数据分析 | 数据模型构建 | 业务语言转化 | SQL | Hive | Python | 互联网 | 企业服务,统招本科及以上学历，统计学、数学、经济学、工商管理等相关专业优先,1,"【岗位职责】
1. 深度绑定销售运营团队，聚焦销售运营全流程，搭建销售运营核心数据监控体系，跟踪业绩、转化、线索、人效等关键指标，及时捕捉数据异动并分析原因；
2. 深挖销售运营业务痛点，通过专题分析、调研等方式，输出有价值的分析结论及可落地的优化方案，助力销售效率提升、业绩达成；
3. 协助销售运营团队制定年度目标，拆解核心指标，搭建目标追踪与管理机制，同步做好预算相关支撑，保障目标有序推进；
4. 拉通销售、运营、市场等多部门资源，推动分析方案及优化策略高效落地，形成从分析到落地的闭环，适配多任务并行场景；
5. 跟踪销售运营策略落地效果，持续迭代分析方法，沉淀业务经验，为销售运营团队日常决策提供精准数据支撑。
【岗位基本需求】
1. 统招本科及以上学历，统计学、数学、经济学、工商管理等相关专业优先；
2. 1-3年商业分析、经营分析、销售运营分析相关经验，互联网、企业服务行业背景优先，接受有潜力、愿意深耕销售运营BP领域的新人；
3. 具备扎实的数据分析能力，熟练使用SQL、Excel、Python，能独立完成数据提取、处理及分析，了解数据可视化工具者优先；
4. 逻辑思维清晰，结构化思考能力强，能快速理解销售运营业务，精准挖掘业务问题、洞察业务机会；
5. 抗压能力强、结果导向，自驱力足，具备良好的跨团队沟通协作能力，能推动跨部门项目合作共同拿结果；
6. 学习能力强、韧性足，有好奇心，能快速适应业务变化，从多领域汲取经验并应用于工作。
【岗位亮点】
1. 核心销售运营BP定位，直接对接销售运营核心业务，分析成果直接影响业务效率与业绩增长，业务影响力及工作成就感强；
2. 1-3年经验精准适配，搭建完善的成长路径，伴随销售运营业务成长，快速提升商业分析与业务落地能力，潜力空间大；
3. 团队专业氛围浓厚，跨部门协作顺畅，可全面接触销售运营全流程，拓宽商业视野，适合对商业思考、业务落地感兴趣的同学。",https://www.zhaopin.com/jobdetail/CCL1501502560J40841052614.htm?refcode=4019&srccode=401903&preactionid=7c1c5a70-d230-4312-9136-37bf40720ae2,CCL1501502560J40841052614,0,本科,不限,10000.0,20000.0,15000.0,月薪,12,商业分析师,1,keep_商业经营分析簇,Python | SQL | Excel | 数据可视化
